,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,desc
71,72,11588,Stephen King,The Shining,https://images.gr-assets.com/books/1353277730l/11588.jpg,4.17,791850,"fiction, fantasy","Jack Torrance sees his stint as winter caretaker of a Colorado hotel as a
way back from failure, his wife sees it as a chance to preserve their
family, and their five-year-old son sees the evil waiting just for them."
72,73,1656001,Stephenie Meyer,The Host,https://images.gr-assets.com/books/1318009171l/1656001.jpg,3.84,749780,"fiction, paranormal","A member of a species that takes over the minds of human bodies, Wanderer
is unable to disregard his host's love for a man in hiding, a situation
that forces both possessor and host to become unwilling allies. A first
adult novel by the author of Eclipse."
73,74,99561,John Green,Looking for Alaska,https://images.gr-assets.com/books/1394798630l/99561.jpg,4.09,783470,"fiction, contemporary","Sixteen-year-old Miles' first year at Culver Creek Preparatory School in
Alabama includes good friends and great pranks, but is defined by the
search for answers about life and death after a fatal car crash. An ALA
Best Book for Young Adults & ALA Quick Pick. Reprint."
74,76,14935,"Jane Austen, Tony Tanner, Ros Ballaster",Sense and Sensibility,https://images.gr-assets.com/books/1397245675l/14935.jpg,4.06,738894,"fiction, ebooks","Sisters Elinor and Marianne Dashwood set their sights on men to perfectly
match their disparate personalities, with unexpected results."
75,77,38709,"Louis Sachar, Louis Sachar",Holes,https://images.gr-assets.com/books/1327781893l/38709.jpg,3.93,747445,"fiction, mystery","HolesLouis Sachar, Louis Sachar"
76,78,5139,Lauren Weisberger,The Devil Wears Prada,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179604l/5139.jpg,3.7,665930,"fiction, contemporary","A small-town girl fresh out of an Ivy League college lands a job at a
prestigious fashion magazine, but wonders if the glamorous perks are worth
working for the editor from hell."
77,79,1381,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",Ὀδύσσεια,https://images.gr-assets.com/books/1390173285l/1381.jpg,3.73,670326,"classics, fiction","A new translation of the epic poem retells the story of Odysseus's ten-year
voyage home to Ithaca after the Trojan War."
78,80,157993,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",Le Petit Prince,https://images.gr-assets.com/books/1367545443l/157993.jpg,4.28,738757,"fantasy, philosophy","An aviator whose plane is forced down in the Sahara Desert encounters a
little prince from a small planet who relates his adventures in seeking the
secret of what is important in life. Howard's new translation of this
beloved classic beautifully reflects Saint-Exupery's unique, gifted style.
Color and b&w illustrations."
79,81,7445,Jeannette Walls,The Glass Castle,https://images.gr-assets.com/books/1400930557l/7445.jpg,4.24,621099,"memoir, nonfiction","Now a major motion picture from Lionsgate starring Brie Larson, Woody
Harrelson, and Naomi Watts. MORE THAN SEVEN YEARS ON THE NEW YORK TIMES
BESTSELLER LIST The perennially bestselling, extraordinary, one-of-a-kind,
“nothing short of spectacular” (Entertainment Weekly) memoir from one of
the world’s most gifted storytellers. The Glass Castle is a remarkable
memoir of resilience and redemption, and a revelatory look into a family at
once deeply dysfunctional and uniquely vibrant. When sober, Jeannette’s
brilliant and charismatic father captured his children’s imagination,
teaching them physics, geology, and how to embrace life fearlessly. But
when he drank, he was dishonest and destructive. Her mother was a free
spirit who abhorred the idea of domesticity and didn’t want the
responsibility of raising a family. The Walls children learned to take care
of themselves. They fed, clothed, and protected one another, and eventually
found their way to New York. Their parents followed them, choosing to be
homeless even as their children prospered. The Glass Castle is truly
astonishing—a memoir permeated by the intense love of a peculiar but loyal
family."
80,82,1845,Jon Krakauer,Into the Wild,https://images.gr-assets.com/books/1403173986l/1845.jpg,3.94,647684,"nonfiction, biography","In April 1992, a young man from a well-to-do family hitchhikes to Alaska
and walks alone into the wilderness north of Mt. McKinley. Four months
later, his decomposed body is found by a moose hunter. How Chris McCandless
came to die is the unforgettable story of Into the Wild."
81,83,1953,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",A Tale of Two Cities,https://images.gr-assets.com/books/1344922523l/1953.jpg,3.81,637412,"classics, fiction",Edited with an Introduction and Notes by Richard Maxwell.
82,84,7677,Michael Crichton,Jurassic Park,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348796998l/7677.jpg,3.96,447833,"fiction, thriller","An American bioengineering research firm erects a theme park on a Caribbean
island, complete with living dinosaurs, and invites a group of scientists
to be its first terrified guests."
83,85,370493,Shel Silverstein,The Giving Tree,https://images.gr-assets.com/books/1174210942l/370493.jpg,4.38,702332,"classics, fiction","""Once there was a tree ... and she loved a little boy."" So begins a story
of unforgettable perception, beautifully written and illustrated by the
gifted and versatile Shel Silverstein. Every day the boy would come to the
tree to eat her apples, swing from her branches, or slide down her trunk
... and the tree was happy. But as the boy grew older he began to want more
from the tree, and the tree gave and gave and gave. This is a tender story,
touched with sadness, aglow with consolation. Shel Silverstein has created
a moving parable for readers of all ages that offers an affecting
interpretation of the gift of giving and a serene acceptance of another's
capacity to love in return. This miniature full-cloth, gold-stamped edition
will be treasured by all ages."
84,86,32542,John Grisham,A Time to Kill,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029l/32542.jpg,4.03,597775,"fiction, mystery","A Southern town is shocked when a 10-year-old black girl is raped by two
white men--until the girl's father takes the law into his own hands."
85,87,1617,"Elie Wiesel, Marion Wiesel",Un di Velt Hot Geshvign,https://images.gr-assets.com/books/1473495285l/1617.jpg,4.3,691231,"classics, history","The narrative of a boy who lived through Auschwitz and Buchenwald provides
a short and terrible indictment of modern humanity."
86,88,6442769,John Green,Paper Towns,https://images.gr-assets.com/books/1349013610l/6442769.jpg,3.88,461311,"contemporary, fiction","One month before graduating from his Central Florida high school, Quentin
""Q"" Jacobsen basks in the predictable boringness of his life until the
beautiful and exciting Margo Roth Spiegelman, Q's neighbor and classmate,
takes him on a midnight adventure and then mysteriously disappears. An ALA
Best Book for Young Adults. Reprint."
87,89,21787,William Goldman,The Princess Bride,https://images.gr-assets.com/books/1327903636l/21787.jpg,4.25,628637,"ebooks, contemporary","A classic swashbuckling romance retells the tale of a drunken swordsman and
a gentle giant who come to the aid of Westley, a handsome farm boy, and
Buttercup, a princess in dire need of rescue from the evil schemers
surrounding her. Reader's Guide available. Simultaneous."
88,90,231804,S.E. Hinton,The Outsiders,https://images.gr-assets.com/books/1442129426l/231804.jpg,4.06,659248,"fiction, classics","The struggle of three brothers to stay together after their parent's death
and their quest for identity among the conflicting values of their
adolescent society."
89,91,6186357,James Dashner,The Maze Runner,https://images.gr-assets.com/books/1375596592l/6186357.jpg,4.02,719925,"fiction, fantasy","Sixteen-year-old Thomas wakes up with no memory in the middle of a maze and
realizes he must work with the community in which he finds himself if he is
to escape."
90,92,1202,"Steven D. Levitt, Stephen J. Dubner",Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://images.gr-assets.com/books/1327909092l/1202.jpg,3.93,524191,"nonfiction, science","Which is more dangerous, a gun or a swimming pool? What do schoolteachers
and sumo wrestlers have in common? How much do parents really matter? These
may not sound like typical questions for an economist to ask. But Steven D.
Levitt is not a typical economist. He studies the riddles of everyday
life—from cheating and crime to parenting and sports—and reaches
conclusions that turn conventional wisdom on its head. Freakonomics is a
groundbreaking collaboration between Levitt and Stephen J. Dubner, an
award-winning author and journalist. They set out to explore the inner
workings of a crack gang, the truth about real estate agents, the secrets
of the Ku Klux Klan, and much more. Through forceful storytelling and wry
insight, they show that economics is, at root, the study of incentives—how
people get what they want or need, especially when other people want or
need the same thing."
91,93,2998,Frances Hodgson Burnett,The Secret Garden,https://images.gr-assets.com/books/1327873635l/2998.jpg,4.12,639357,"classics, fiction","A ten-year-old orphan comes to live in a lonely house on the Yorkshire
moors where she discovers an invalid cousin and the mysteries of a locked
garden."
92,94,320,"Gabriel García Márquez, Gregory Rabassa",Cien años de soledad,https://images.gr-assets.com/books/1327881361l/320.jpg,4.04,490565,"classics, fiction","Cien años de soledadGabriel García Márquez, Gregory Rabassa"
93,95,5297,"Oscar Wilde, Jeffrey Eugenides",The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966l/5297.jpg,4.06,590014,"classics, fiction","The handsome appearance of dissolute young Dorian Gray remains unchanged
while the features in his portrait become distorted as his degeneration
progresses"
94,96,13536860,E.L. James,Fifty Shades Freed,https://images.gr-assets.com/books/1336418837l/13536860.jpg,3.88,387290,"fiction, contemporary","Even though Christian and Anastasia are now a proper couple, they still
have many obstacles to overcome, including Christian's past coming back to
haunt Anastasia."
95,97,17245,"Bram Stoker, Nina Auerbach, David J. Skal",Dracula,https://images.gr-assets.com/books/1387151694l/17245.jpg,3.98,618973,"classics, horror","This Norton Critical Edition presents fully annotated the text of the 1897
First Edition."
96,98,5060378,"Stieg Larsson, Reg Keeland",Flickan som lekte med elden,https://images.gr-assets.com/books/1351778881l/5060378.jpg,4.22,563994,"fiction, mystery","Flickan som lekte med eldenStieg Larsson, Reg Keeland"
