,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,desc
6560,6929,18800655,Marko Kloos,Terms of Enlistment,https://images.gr-assets.com/books/1391472650l/18800655.jpg,3.96,12890,"fiction, ebooks","The year is 2108, and the North American Commonwealth is bursting at the
seams. For welfare rats like Andrew Grayson, there are only two ways out of
the crime-ridden and filthy welfare tenements: You can hope to win the
lottery and draw a ticket on a colony ship settling off-world, or you can
join the service. Andrew chooses to enlist in the armed forces. But as he
starts a career of supposed privilege, he soon learns that good food and
decent health care come at a steep price."
6561,6930,18076876,Joanna Wylde,Reaper's Legacy,https://images.gr-assets.com/books/1373565326l/18076876.jpg,4.27,28046,"romance, contemporary","When he discovers his brother's ex-girlfriend Sophie and his nephew Noah
are living in near poverty, tattooed biker Ruger steps in to help them and
gets more than he bargained for when Sophie shows him just how much she
wants him in her life--and in her bed. Original. 75,000 first printing."
6562,6931,41502,Diana Gabaldon,Lord John and the Brotherhood of the Blade ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421850685l/41502.jpg,3.86,14952,"fiction, mystery",Lord John and the Brotherhood of the Blade Diana Gabaldon
6563,6932,12468,Norman Mailer,The Executioner's Song,https://images.gr-assets.com/books/1325755176l/12468.jpg,4.07,13829,"fiction, nonfiction",The Executioner's SongNorman Mailer
6564,6933,15755201,Robert Crais,Suspect,https://images.gr-assets.com/books/1345131356l/15755201.jpg,4.14,14501,"mystery, fiction",SuspectRobert Crais
6565,6934,11359,Toni Morrison,Tar Baby,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924530l/11359.jpg,3.91,13951,"fiction, classics","The arrival of an ominous black stranger disturbs the precisely
choreographed interactions among the five people living in a beautiful
house on a Caribbean island--a millionaire candy manufacturer, his wife,
and their servants--in a novel that explores the spectrum of emotions
underlying the relationships between the races. Reader's Guide available.
Reprint. 10,000 first printing."
6566,6935,837501,William Pène du Bois,The Twenty-One Balloons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347453445l/837501.jpg,3.96,17385,"fiction, fantasy","Relates the incredible adventures of Professor William Waterman Sherman who
in 1883 sets off in a balloon across the Pacific, survives the volcanic
eruption of Krakatoa, and is eventually picked up in the Atlantic. Reissue."
6567,6936,13093001,John Sandford,Stolen Prey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391798162l/13093001.jpg,4.17,13426,"mystery, fiction",Stolen PreyJohn Sandford
6568,6937,840,Donald A. Norman,The Psychology of Everyday Things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442460745l/840._SY475_.jpg,4.18,11838,"nonfiction, business",The Psychology of Everyday ThingsDonald A. Norman
6569,6938,227658,Margaret Peterson Haddix,Running Out of Time,https://images.gr-assets.com/books/1408913584l/227658.jpg,3.98,19126,"fiction, mystery","Run For Your Life Jessie lives with her family in the frontier village of
Clifton, Indiana, in 1840 -- or so she believes. When diphtheria strikes
the village and the children of Clifton start dying, Jessie's mother
reveals a shocking secret -- it's actually 1996, and they are living in a
reconstructed village that serves as a tourist site. In the world outside,
medicine exists that can cure the dread disease, and Jessie's mother is
sending her on a dangerous mission to bring back help. But beyond the walls
of Clifton, Jessie discovers a world even more alien and threatening than
she could have imagined, and soon she finds her own life in jeopardy. Can
she get help before the children of Clifton, and Jessie herself, run out of
time?"
6570,6941,129616,Judith McNaught,Something Wonderful,https://images.gr-assets.com/books/1435634530l/129616.jpg,4.33,20049,"romance, fiction","Alexandra Lawrence, an innocent country girl, finds her marriage to
powerful Jordan Townsende, Duke of Hawthorne, threatened by a complex web
of jealousy, passion, revenge, and pride amid the glittering lights of
London society. Reissue."
6571,6942,2003767,Nora Roberts,Tribute,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437070351l/2003767._SY475_.jpg,3.92,18811,"romance, fiction","Working to restore a family farmhouse, Cilla McGowan remembers her
grandmother's fatal overdose years earlier before meeting a handsome
neighbor and discovering a cache of letters that suggests her grandmother
had been pregnant at the time of her death. Reprint."
6572,6943,46012,Debbie Macomber,16 Lighthouse Road,https://images.gr-assets.com/books/1388881732l/46012.jpg,4.08,9938,"romance, fiction","The protagonist, Olivia Lockhart, is a woman judge, who denies a divorce in
court, and in her small town of Cedar Cove, makes big news because of the
ruling."
6573,6944,86172,Tom Wolfe,A Man in Full,https://images.gr-assets.com/books/1320472513l/86172.jpg,3.8,12540,"fiction, contemporary","Charles Croker, a middle-aged, egotistical former college football star
turned tycoon, finds his life turned upside down and the delicate racial
balance of Atlanta threatened, when star running back Fareek Fanon, a
product of the city's slums, is accused of raping an Atlanta aristocrat's
daughter. Reprint."
6574,6945,42631,Joanna Weaver,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,https://images.gr-assets.com/books/1341472478l/42631.jpg,4.16,12501,"christian, nonfiction","A guide for women who struggle between a longing for a deeper spiritual
life and the demands of their daily responsibilities offers practical
advice on how to balance work and worship, offers guilt-reducing
reassurance, and explains how readers can experience less stress and
greater joy while strengthening their service. Reissue."
6575,6946,7636774,Laura Lippman,I'd Know You Anywhere,https://images.gr-assets.com/books/1277582483l/7636774.jpg,3.47,15337,"mystery, fiction",I'd Know You AnywhereLaura Lippman
6576,6947,18166936,Leslye Walton,The Strange and Beautiful Sorrows of Ava Lavender,https://images.gr-assets.com/books/1397110326l/18166936.jpg,4.12,18562,"fantasy, fiction",The Strange and Beautiful Sorrows of Ava LavenderLeslye Walton
6577,6948,17349163,Joanna Trollope,Sense & Sensibility,https://images.gr-assets.com/books/1363291870l/17349163.jpg,3.55,11346,"fiction, romance",Sense & SensibilityJoanna Trollope
6578,6951,264778,Anna Lee Waldo,Sacajawea,https://images.gr-assets.com/books/1315509057l/264778.jpg,4.23,13504,"fiction, history","Clad in a doeskin, alone and unafraid, she stood straight and proud before
the onrushing forces of America's destiny: Sacajawea, child of a Shoshoni
chief, lone woman on Lewis and Clark's historic trek -- beautiful spear of
a dying nation. She knew many men, walked many miles. From the whispering
prairies, across the Great Divide to the crystal capped Rockies and on to
the emerald promise of the Pacific Northwest, her story over flows with
emotion and action ripped from the bursting fabric of a raw new land. Ten
years in the writing, SACAJAWEA unfolds an immense canvas of people and
events, and captures the eternal longings of a woman who always yearned for
one great passion -- and always it lay beyond the next mountain."
6579,6952,1722717,Gemma Malley,The Declaration,https://images.gr-assets.com/books/1317067021l/1722717.jpg,3.71,16224,"fiction, romance","It's the year 2140 and Anna shouldn't be alive. Nor should any of the
children she lives with at Grange Hall. The facility is full of kids like
her, kids whose parents chose to recklessly abuse Mother Nature and have
children despite a law forbidding them from doing so as long as they took
longevity drugs. To pay back her parents' debt to Mother Nature, Anna will
have to work for the rest of her life. But then Peter appears at the hall,
and he tells a very different story about the world outside of the Grange.
Peter begs Anna to escape Grange Hall, and to claim a life for herself
outside its bleak walls. But even if they get out, they still have to make
their way to London, to Anna's parents, and to an underground movement
that's determined to bring back children and rid the world of longevity
drugs."
6580,6953,18687079,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru","Avatar: The Last Airbender: The Rift, Part 1",https://images.gr-assets.com/books/1382378982l/18687079.jpg,4.33,10560,"comics, fantasy","When Avatar Aang and his friends embark on a journey to honor an Air Nomad
holiday, a cryptic visit from the spirit of Avatar Yangchen leads Aang to a
refinery operating on sacred land, and soon everyone is in peril from a
dangerous ancient spirit."
6581,6954,12374,Richard Ford,Independence Day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166501473l/12374.jpg,3.86,11663,"fiction, contemporary",Independence DayRichard Ford
6582,6955,2336803,Brad Thor,The Last Patriot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388705552l/2336803.jpg,4.16,12264,"fiction, thriller","Brad Thor, master of suspense and #1 New York Times bestselling author is
back with his highest-voltage thriller to date in which Navy SEAL turned
covert Homeland Security operative Scot Harvath must race to locate an
ancient secret that has the power to stop militant Islam dead in its
tracks. June 632 A.D.: Deep within the Uranah Valley of Mount Arafat in
Mecca, the Prophet Mohammed shares with his closest companions a final and
startling revelation. Within days, he is assassinated. September 1789: U.S.
Minister to France Thomas Jefferson, who is charged with forging a truce
with the violent Muslim pirates of the Barbary Coast, makes a shocking
discovery—one that could forever impact the world’s relationship with
Islam. Present day: When a car bomb explodes outside a Parisian café, Scot
Harvath is thrust back into the life he has tried so desperately to leave
behind. Saving the intended victim of the attack, Harvath becomes party to
a perilous race to uncover a secret so powerful that militant Islam could
be defeated once and for all. But as desperate as the American government
is to have the information brought to light, there are powerful forces
determined that Mohammed’s mysterious final revelation continue to remain
hidden forever. What Jason Bourne was to the Cold War, Scot Harvath is to
the War on Terror. In The Last Patriot, readers will be engrossed as
Harvath once again takes them on a whirlwind tour through international
cities and nail-biting suspense where the stakes are higher than they have
ever been before."
6583,6956,214856,Obert Skye,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348786235l/214856.jpg,3.71,17760,"fantasy, fiction","WELCOME TO FOO. Fourteen-year-old Leven Thumps (a.k.a. ""Lev"") lives a
wretched life in Burnt Culvert, Oklahoma. But his life is about to change
and his destiny be fulfilled as he learns about a secret gateway that
bridges two worlds -- the real world and Foo, a place created at the at the
beginning of time in the folds of the mind that makes it possible for
mankind to dream and hope, aspire and imagine. But Foo is in chaos, and
three transplants from that dreamworld have been sent to retrieve Lev, who
alone has the power to save Foo. Enter Clover, a wisecracking, foot-high
sidekick; Winter, a girl with a special power of her own; and Geth, the
rightful heir to Foo. Their mission: to convince Lev that he has the power
to save Foo. Can this unique band of travelers help Lev overcome his doubt?
Will Lev find the gateway in time? Or will Sabine and his dark shadows find
the gateway first and destroy mankind?"
6584,6957,18228202,Francine Rivers,Bridge to Haven,https://images.gr-assets.com/books/1376078910l/18228202.jpg,4.07,11325,"christian, fiction","Having been abandoned as a newborn and found and raised by Pastor Ezekiel
Freeman in the small California town of Haven, Abra Matthews feels like she
doesn't belong and at the age of seventeen runs off to Hollywood, becoming
starlet Lena Scott."
6585,6958,16071736,J. Courtney Sullivan,The Engagements,https://images.gr-assets.com/books/1361254904l/16071736.jpg,3.59,8634,"fiction, romance","Explores the marital foibles of four couples while following the creation
the famous advertising campaign that turned diamonds into a symbol of the
hope for everlasting love."
6586,6959,13168,Beverly Cleary,Runaway Ralph,https://images.gr-assets.com/books/1327883411l/13168.jpg,3.95,16845,"fantasy, classics","""The rousing notes of the bugle and the laughter and shouting increased the
feeling of rebellion within Ralph. As the last strains of the bugle call
hovered in the clear mountain air, Ralph made up his mind. He knew now what
he was going to do. He was going to run away. Fed up with his timid mother
and uncle and his squirmy little cousins, Ralph hops onto his toy
motorcycle and zooms down the road to summer camp. It turns out camp is not
all peanut butter and jelly sandwiches and fun. A strict watchdog, a mouse-
hungry cat, and a troubled boy named Garf lead Ralph on some fur-raising
escapades. Perhaps home isn't such a bad place to be, if only Ralph can
find a way to get there again."
6587,6960,13640229,Kristen Ashley,Creed,https://images.gr-assets.com/books/1347468402l/13640229.jpg,4.17,26696,"romance, contemporary","As children, Tucker Creed and his neighbor Sylvie Bissenette find they have
something awful in common. The bond they form blossoms with their ages.
Creed breaks free from the town, and Sylvie is forced to endure a
nightmare-- and do the unspeakable to end it. To deal, she develops a hard
shell with sharp edges that very few can break through. When Creed again
finds his Sylvie, he discovers he has to find his way back into her heart
without getting shredded in the process."
6588,6961,2142,Ted Dekker,Blink,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388372253l/2142.jpg,4.17,12037,"suspense, fiction",BlinkTed Dekker
6589,6962,27213121,Daniel Silva,The Black Widow,https://images.gr-assets.com/books/1460313822l/27213121.jpg,4.34,8822,"fiction, thriller",The Black WidowDaniel Silva
6590,6963,434764,Stephen E. Robinson,Believing Christ: The Parable of the Bicycle and Other Good News,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387655499l/434764.jpg,4.51,12951,"religion, nonfiction",Believing Christ: The Parable of the Bicycle and Other Good NewsStephen E. Robinson
6591,6964,10586539,Amanda Hocking,Wake (Watersong #1),https://images.gr-assets.com/books/1344231690l/10586539.jpg,3.7,17833,"fantasy, paranormal","""An amazing, enthralling story. . . ravishing and explosive. Wake is
awesome!"" – Books with Bite Enter the world of Amanda Hocking's Watersong,
a place of breathtaking beauty, immortal power—and terrifying secrets.
Gemma Fisher seems to have it all—she's carefree, pretty, and falling in
love with Alex, the boy next door. He's always been just a friend, but this
summer they've taken their relationship to the next level, and now she's
falling harder for him every day. But Gemma doesn't know that her ordinary
life is about to change forever. Penn, Lexi and Thea are strangers in town
for the summer—and they've been watching her. Three sisters with mysterious
powers, they invite Gemma to join their exclusive circle, and it changes
her in ways she never imagined. Suddenly she's stronger, faster, and more
beautiful than ever. But her new powers come with a terrifying price. And
as she uncovers the truth, she's is forced to choose between staying with
those she loves—or entering a new world brimming with dark hungers and
unimaginable secrets."
6592,6966,17994,Simon Singh,"The Code Book. How to Make It, Break It, Hack It, Crack It",https://images.gr-assets.com/books/1403181687l/17994.jpg,4.28,12919,"history, science","The Code Book. How to Make It, Break It, Hack It, Crack ItSimon Singh"
6593,6967,67513,Karen Chance,Touch the Dark,https://images.gr-assets.com/books/1307391100l/67513.jpg,3.7,26970,"paranormal, fantasy","When a bloodthirsty Mafioso sets his vengeful sights on Cassandra Palmer,
who is gifted with the ability to communicate with the dead, she is forced
to ask the vampire council for help and must pay a high price at the hands
of a sensual master vampire. Original."
6594,6968,11286,Dan Simmons,Carrion Comfort,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388203579l/11286.jpg,3.89,13285,"horror, fiction",Carrion ComfortDan Simmons
6595,6969,9858714,Lori Brighton,The Mind Readers,https://images.gr-assets.com/books/1291820285l/9858714.jpg,3.76,9825,"paranormal, fantasy",The Mind ReadersLori Brighton
6596,6970,815150,Karen Marie Moning,The Highlander's Touch ,https://images.gr-assets.com/books/1257330461l/815150.jpg,4.15,22072,"romance, paranormal",The Highlander's Touch Karen Marie Moning
6597,6972,353342,Avi,Crispin: The Cross of Lead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405898248l/353342.jpg,3.59,18277,"fiction, fantasy","H ""Avi's plot is engineered for maximum thrills, with twists, turns, and
treachery aplenty. . . . A page-turner to delight Avi's fans, it will leave
readers hoping for a sequel.""-Publishers Weekly (starred review) H "" . . .
[T]he book is a page-turner from beginning to end . . . [A] meticulously
crafted story, full of adventure, mystery, and action."" -School Library
Journal (starred review) ""Historical fiction at its finest.""-VOYA"
6598,6973,76667,Piers Anthony,Wielding a Red Sword,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923571l/76667.jpg,3.93,16222,"fantasy, fiction","Mym, an Indian prince in a land dominated totally by rajahs, assumes the
role of War and, in his new incarnation, sets out to alleviate injustice
and undermine the evil power of Satan"
6599,6974,18461986,Kylie Scott,Deep,https://images.gr-assets.com/books/1397676461l/18461986.jpg,4.09,25588,"romance, contemporary",DeepKylie Scott
6600,6975,79006,Jeffrey Archer,Honour Among Thieves,https://images.gr-assets.com/books/1316131242l/79006.jpg,3.82,12409,"fiction, thriller","A suspense novel that blends elements of the political and social upheaval
of the Middle East, Mafia intrigues, and the machinations of Saddam
Hussein."
6601,6976,7657484,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh","Superman: Earth One, Volume 1",https://images.gr-assets.com/books/1320538241l/7657484.jpg,3.9,12982,"comics, fiction","The follow-up to the NEW YORK TIMES #1 bestselling graphic novels SUPERMAN:
EARTH ONE VOL. 1 and 2 is here Written by J. Michael Straczynski with art
by Ardian Syaf (BATGIRL), SUPERMAN: EARTH ONE VOL. 3 follows a young Clark
Kent as he continues his journey toward becoming the World's Greatest Super
Hero. After defeating villains terrestrial and beyond, Superman faces a
threat that he can't simply outmuscle. A threat smarter, more cunning and
deadly than he can imagine: the Luthors"
6602,6977,11106458,Cassandra Clare,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,https://images.gr-assets.com/books/1313073526l/11106458.jpg,4.59,13996,"fantasy, paranormal",The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen AngelsCassandra Clare
6603,6978,609035,"John Foxe, W. Grinton Berry",Foxe's Book of Martyrs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348566202l/609035.jpg,4.25,12117,"christian, biography","Foxe's Book of MartyrsJohn Foxe, W. Grinton Berry"
6604,6979,60223,Rachel Gibson,See Jane Score,https://images.gr-assets.com/books/1330265531l/60223.jpg,4.06,20770,"romance, contemporary","Award–winner and USA Today bestselling author Rachel Gibson's smart, sassy
contemporary romances are making her one of the genre's fastest rising
stars."
6605,6980,17174,Michael Dorris,A Yellow Raft in Blue Water: A Novel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439049792l/17174._SY475_.jpg,3.84,14380,"fiction, classics","Moving backward in time, Dorris's critically acclaimed debut novel is a
lyrical saga of three generations of Native American women beset by
hardship and torn by angry secrets."
6606,6981,6294549,Seanan McGuire,Rosemary and Rue,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406866868l/6294549.jpg,3.74,21030,"fantasy, paranormal","Half-fae Toby retreats to the human world after being rejected by her
Faerie family, but finds her anonymity compromised by the murder of an
important countess who binds her to investigate, forcing Toby to resume her
fae position."
6607,6982,64401,Robert Lynn Asprin,Another Fine Myth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389251108l/64401.jpg,4.03,17018,"fantasy, fiction","After the murder of his master Garkin, a thief and apprentice magician
joins forces with a demon dimension traveler named Aahz"
6608,6983,9279734,Elizabeth Reyes,Forever Mine ,https://images.gr-assets.com/books/1327166807l/9279734.jpg,3.88,18346,"romance, contemporary","Seventeen-year old Sarah's life is turned upside down when her single mom
is sent to jail. She's forced to move, leaving behind everything she's ever
known, including her best friend Sydney. Lost and bitter in a new school,
her one goal is to save money and move back home. Then she meets Angel
Moreno.Enigmatic but gorgeous, Angel is almost too good to be true. Except
for one thing, his archaic belief that guys and girls can never be ""just
friends"". The problem? Sarah's best friend Sydney is not a girl.With their
unexpected romance intensifying to places neither ever experienced, how
long can Sarah keep Angel in the dark about the guy waiting for her back
home?"
6609,6984,6617185,"Simon Kuper, Stefan Szymanski","Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432865592l/6617185._SY475_.jpg,3.91,10577,"sports, nonfiction","A pair of award-winning journalists draw on analogies from a range of
disciplines to consider why forefront soccer teams win or lose World Cup
competitions, offering insight into the playing styles of leading national
teams as well as overall factors that influence how the game is played.
Original."
6610,6985,4499214,Catherine Fisher,Sapphique,https://images.gr-assets.com/books/1327885488l/4499214.jpg,3.7,16475,"fantasy, fiction","After his escape from the sentient prison, Incarceron, Finn finds that the
Realm is not at all what he expected, and he does not know whether he is to
be its king, how to free his imprisoned friends, or how to stop
Incarceron's quest to be free of its own nature."
6611,6986,127451,Lurlene McDaniel,"Don't Die, My Love",https://images.gr-assets.com/books/1320416427l/127451.jpg,4.12,14197,"romance, fiction","Don't Die, My LoveLurlene McDaniel"
6612,6987,40482,Tess Gerritsen,Harvest ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193515l/40482.jpg,4.09,14274,"mystery, thriller","Spurred by the death of a younger sibling to pursue a medical career,
surgical resident Abby DiMatteo is delighted by her recruitment into a
cardiac transplant team, until she is forced to choose between two
patients."
6613,6988,1587362,Mark Bittman,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390927101l/1587362.jpg,4.08,12262,"cookbooks, nonfiction","A definitive, one-stop vegetarian cookbook showcases more than two thousand
different recipes and variations for simple meatless meals, including
salads, soups, eggs and dairy, vegetables and fruit, pasta, grains,
legumes, tofu and other meat substitutes."
6614,6989,20801166,Sandy   Hall,A Little Something Different,https://images.gr-assets.com/books/1396394307l/20801166.jpg,3.65,14206,"romance, contemporary","The distinctive new crowdsourced publishing imprint, Swoon Reads, presents
its first published novel about a romance between two college students,
told from 14 different viewpoints."
6615,6990,17349222,Ann Patchett,This Is the Story of a Happy Marriage,https://images.gr-assets.com/books/1375215541l/17349222.jpg,4.03,13126,"memoir, nonfiction","The New York Times bestselling author of State of Wonder, Run, and Bel
Canto creates a resonant portrait of a life in this collection of writings
on love, friendship, work, and art. ""The tricky thing about being a writer,
or about being any kind of artist, is that in addition to making art you
also have to make a living."" So begins This Is the Story of a Happy
Marriage, an examination of the things Ann Patchett is fully committed
to—the art and craft of writing, the depths of friendship, an elderly dog,
and one spectacular nun. Writing nonfiction, which started off as a means
of keeping her insufficiently lucrative fiction afloat, evolved over time
to be its own kind of art, the art of telling the truth as opposed to the
art of making things up. Bringing her narrative gifts to bear on her own
life, Patchett uses insight and compassion to turn very personal
experiences into stories that will resonate with every reader. These essays
twine to create both a portrait of life and a philosophy of life. Obstacles
that at first appear insurmountable—scaling a six-foot wall in order to
join the Los Angeles Police Department, opening an independent bookstore,
and sitting down to write a novel—are eventually mastered with quiet
tenacity and a sheer force of will. The actual happy marriage, which was
the one thing she felt she wasn't capable of, ultimately proves to be a
metaphor as well as a fact: Patchett has devoted her life to the people and
ideals she loves the most. An irresistible blend of literature and memoir,
This Is the Story of a Happy Marriage is a unique examination of the heart,
mind, and soul of one of our most revered and gifted writers."
6616,6992,7853137,John Verdon,Think of a Number,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394236041l/7853137.jpg,3.83,11877,"mystery, fiction","Recently retired after a prestigious career with the NYPD, homicide
detective Dave Gurney is pulled back into service when an old college
friend receives threatening letters from a murderous sender who has an
uncanny ability to read a person's thoughts."
6617,6994,114203,Nora Roberts,Birthright,https://images.gr-assets.com/books/1309282307l/114203.jpg,3.99,19024,"romance, fiction","Overseeing the excavation of an ancient skeleton at a small-town
construction site, archaeologist Callie Dunbrook copes with accidents and
rumors that the project is cursed, a situation that is complicated by a
stranger's claims about her past."
6618,6995,434535,James L. Ferrell,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388383083l/434535.jpg,4.41,12313,"nonfiction, religion",The Peacegiver: How Christ Offers to Heal Our Hearts and HomesJames L. Ferrell
6619,6996,64895,Mark Kurlansky,Cod: A Biography of the Fish that Changed the World,https://images.gr-assets.com/books/1356452461l/64895.jpg,3.92,13137,"history, nonfiction","A history of the fish that has led to wars, stirred revolutions, sustained
economies and diets, and helped in the settlement of North America features
photographs, drawings, and recipes, as well as the natural history of this
much sought after fish"
6620,6997,8167094,Brian Greene,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,https://images.gr-assets.com/books/1320431300l/8167094.jpg,4.05,12080,"nonfiction, philosophy","Discusses recent discoveries in physics and cosmology to explore a range of
multiverse proposals, and examines how the knowledge that some aspects of
reality may lie beyond human comprehension might affect scientific
progress."
6621,6998,38723,"Betty Friedan, Anna Quindlen",The Feminine Mystique,https://images.gr-assets.com/books/1479777578l/38723.jpg,3.85,9823,"nonfiction, classics","The book that changed the consciousness of a country—and the world.
Landmark, groundbreaking, classic—these adjectives barely describe the
earthshaking and long-lasting effects of Betty Friedan's The Feminine
Mystique. This is the book that defined ""the problem that has no name,""
that launched the Second Wave of the feminist movement, and has been
awakening women and men with its insights into social relations, which
still remain fresh, ever since. A national bestseller, with over 1 million
copies sold."
6622,6999,48862,"Graham Greene, J.M. Coetzee",Brighton Rock,https://images.gr-assets.com/books/1337363402l/48862.jpg,3.72,13871,"fiction, classics","When Pinkie kills a man during a gang war raging through the underworld of
Brighton, he believes he can escape retribution, but is unprepared for Ida
Arnold who is determined to avenge a death."
6623,7000,12415695,عبدالله المغلوث,كخه يا بابا,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314105414l/12415695.jpg,3.71,12587,"ebooks, nonfiction","هنا…محاولة لنقد بعض سلوكياتنا وظواهرنا الاجتماعية المعاصرة، منذ أن نستمع
إلى “كخه يا بابا” صغارا إلى كهولتنا. حاولت أن أسلط الضوء على بعض الممارسات
التي حولتنا إلى مجتمع محبط ويائس ولا يجيد الفرح"
6624,7001,6452760,"Greg Mortenson, Khaled Hosseini","Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan",https://images.gr-assets.com/books/1260845553l/6452760.jpg,3.86,13543,"nonfiction, memoir","Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and PakistanGreg Mortenson, Khaled Hosseini"
6625,7002,3009435,Toni Morrison,A Mercy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439037000l/3009435._SY475_.jpg,3.65,14707,"fiction, classics","In exchange for a bad debt, an Anglo-Dutch trader takes on Florens, a young
slave girl, who feels abandoned by her slave mother and who searches for
love--first from an older servant woman at her master's new home, and then
from a handsome free blacksmith"
6626,7004,23675858,A.G. Riddle,Departure,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430394515l/23675858.jpg,3.79,11143,"fiction, thriller",DepartureA.G. Riddle
6627,7006,16335,Agatha Christie,The Mystery of the Blue Train,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389733972l/16335.jpg,3.77,17011,"mystery, crime","When the luxurious Blue Train arrives at Nice, a guard attempts to wake
serene Ruth Kettering from her slumbers. But she will never wake again—for
a heavy blow has killed her, disfiguring her features almost beyond
recognition. What is more, her precious rubies are missing. The prime
suspect is Ruth’s estranged husband, Derek. Yet Hercule Poirot is not
convinced, so he stages an eerie reenactment of the journey, complete with
the murderer on board. . . ."
6628,7007,10808006,"James Patterson, Maxine Paetro",Private:  #1 Suspect,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390710719l/10808006.jpg,3.95,13428,"mystery, fiction","Former Marine Jack Morgan always uncovers the truth. But in James
Patterson's unforgettable thriller, he faces his most shocking case yet.
Since former Marine Jack Morgan started Private, it has become the world's
most effective investigation firm--sought out by the famous and the
powerful to discreetly handle their most intimate problems. Private's
investigators are the smartest, the fastest, and the most technologically
advanced in the world-and they always uncover the truth. When his former
lover is found murdered in his bed, Jack Morgan is instantly the number one
suspect. While Jack is under police investigation, the mob strong-arms him
into recovering $30 million in stolen pharmaceuticals for them. And the
beautiful manager of a luxury hotel chain persuades him to quietly
investigate a string of murders at her properties. While Jack is fighting
for his life, one of his most trusted colleagues threatens to leave
Private, and Jack realizes he is confronting his cleverest and most
powerful enemies ever. With more action, more intrigue, and more twists
than ever before, Private: #1 Suspect is James Patterson at his unstoppable
best."
6629,7008,14295,George Saunders,Pastoralia,https://images.gr-assets.com/books/1348067120l/14295.jpg,4.11,10786,"fiction, contemporary","A collection of stories by the author of CivilWarLand in Bad Decline
focuses on a somewhat skewed version of America and includes the
misadventures of a male exotic dancer who is haunted by a departed maiden
aunt and a self-help guru given to colorful metaphors. Reprint."
